2025.12.05 00:05:45 WARN  es[][o.e.t.ThreadPool] timer thread slept for [13.9h/50325142ms] on absolute clock which is above the warn threshold of [5000ms]
2025.12.05 02:56:31 INFO  es[][o.e.n.Node] stopping ...
2025.12.05 02:56:31 INFO  es[][o.e.n.Node] stopped
2025.12.05 02:56:31 INFO  es[][o.e.n.Node] closing ...
2025.12.05 02:56:31 INFO  es[][o.e.n.Node] closed
2025.12.05 02:56:45 INFO  es[][o.e.n.Node] version[7.17.15], pid[29], build[default/tar/0b8ecfb4378335f4689c4223d1f1115f16bef3ba/2023-11-10T22:03:46.987399016Z], OS[Linux/5.15.0-161-generic/amd64], JVM[Eclipse Adoptium/OpenJDK 64-Bit Server VM/17.0.16/17.0.16+8]
2025.12.05 02:56:45 INFO  es[][o.e.n.Node] JVM home [/opt/java/openjdk]
2025.12.05 02:56:45 INFO  es[][o.e.n.Node] JVM arguments [-XX:+UseG1GC, -Djava.io.tmpdir=/opt/sonarqube/temp, -XX:ErrorFile=/opt/sonarqube/logs/es_hs_err_pid%p.log, -Des.networkaddress.cache.ttl=60, -Des.networkaddress.cache.negative.ttl=10, -XX:+AlwaysPreTouch, -Xss1m, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djna.nosys=true, -Djna.tmpdir=/opt/sonarqube/temp, -XX:-OmitStackTraceInFastThrow, -Dio.netty.noUnsafe=true, -Dio.netty.noKeySetOptimization=true, -Dio.netty.recycler.maxCapacityPerThread=0, -Dio.netty.allocator.numDirectArenas=0, -Dlog4j.shutdownHookEnabled=false, -Dlog4j2.disable.jmx=true, -Dlog4j2.formatMsgNoLookups=true, -Djava.locale.providers=COMPAT, -Dcom.redhat.fips=false, -Xmx512m, -Xms512m, -XX:MaxDirectMemorySize=256m, -XX:+HeapDumpOnOutOfMemoryError, -Des.path.home=/opt/sonarqube/elasticsearch, -Des.path.conf=/opt/sonarqube/temp/conf/es, -Des.distribution.flavor=default, -Des.distribution.type=tar, -Des.bundled_jdk=false]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] loaded module [analysis-common]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] loaded module [lang-painless]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] loaded module [parent-join]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] loaded module [reindex]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] loaded module [transport-netty4]
2025.12.05 02:56:46 INFO  es[][o.e.p.PluginsService] no plugins loaded
2025.12.05 02:56:46 INFO  es[][o.e.e.NodeEnvironment] using [1] data paths, mounts [[/opt/sonarqube/data (/dev/mapper/ubuntu--vg-ubuntu--lv)]], net usable_space [26gb], net total_space [47.9gb], types [ext4]
2025.12.05 02:56:46 INFO  es[][o.e.e.NodeEnvironment] heap size [512mb], compressed ordinary object pointers [true]
2025.12.05 02:56:46 INFO  es[][o.e.n.Node] node name [sonarqube], node ID [IXfB6xSURZ-bPkjUlibPRA], cluster name [sonarqube], roles [data_frozen, master, remote_cluster_client, data, data_content, data_hot, data_warm, data_cold, ingest]
